review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
R1H052JUAI8M4L,B0CCZ26B5V,5.0 out of 5 stars World Class headphones,Anthony Parker,5,"Sound quality is great when the noise cancelling is on. The color was phenomenal and unexpected. But it could have a better, longer battery life for me and other fans of music and YouTube videos.","Reviewed in the United States June 30, 2024",AEFMZBZELADHGK4ZMHL54KJDWXQQ,True,1,Color: Moonstone Blue
R1J5OE99VGUGPS,B0CCZ26B5V,5.0 out of 5 stars These are amazing!,Anne P.,5,"I knew Bose was a good brand but these headphones were a game changer! Not only the most comfortable headphones I’ve ever used, but the sound was mind blowing! Highly recommend!!","Reviewed in the United States June 21, 2024",AEEWGDJ5UWL6WF2OW7SREEPRUTNQ,True,1,Color: White
R21K2CJ70HGRN,B0CCZ26B5V,5.0 out of 5 stars Outside noise be gone,Robin K.,5,The noise cancellation is awesome. Your music is undisturbed by your neighbors lawn mower etc.Excellent sound from bass to treble!! The headsets can stay on for hours at a time without irritation to your ears. Super comfortable! I’m a fan!!,"Reviewed in the United States June 13, 2024",AHLLQHMZ6E5Y4SH5PD2HYG6VD6XA,True,1,Color: Moonstone Blue
RLXAF6W1IT9ZO,B0CCZ26B5V,5.0 out of 5 stars Great Headphones!,Victoria,5,"I bought these to wear on a long plane ride to cancel out all of the noise. They work really well, however, did not cancel out the kid screaming right next to me (LOL). I have never run out of battery and wear them for hours at a time. The sound is great. Everything I need in a pair of noise cancelling headphones. Will recommend to friends!","Reviewed in the United States June 12, 2024",AHVWBKCMHPEVWY3Q77REN2E7J77A,True,1,Color: Moonstone Blue
R1F1QV9EYRICWR,B0CCZ26B5V,5.0 out of 5 stars Love my Bose Noise Cancelling Headphones.,MiriamE,5,"What can I say that hasn't been said before?I just LOVE my Bose Noise Cancelling Headphones.Great connectivity, durability and portability.The sound is perfect, clarity even on higher volume, which is easily controlled.Bose is always a great value for the money.These are now attached to my hip - ehm pardon: to my ears!😁","Reviewed in the United States June 15, 2024",AFQQVHWFJ7IGXT3I2GIPSKRG4SZQ,True,1,Color: Moonstone Blue
RO0OCTO6CWLJX,B0CCZ26B5V,4.0 out of 5 stars Great 🎧,Amazon Customer,4,"I ordered a green but received a black, not going to fuss about it since they are great headphones outside of the occasional popping. Only disappointment was I thought these came with a hard case. Other than that I am please with the purchase.","Reviewed in the United States June 23, 2024",AGJVPMRS43WJM4Q2DVOTVUSQBVFQ,True,0,Color: Cypress Green
R1SS89YB8H2BNH,B0CCZ26B5V,5.0 out of 5 stars Great headphones and worth the price!,Barber,5,I love these Bose headphones. I use them on every air flight I take. They effectively cancel crying babies and loud passengers who want to talk the entire flight. You won't regret your purchase.,"Reviewed in the United States June 13, 2024",AFA4W3ZK5TR4PK2OL5WHTWJD7MOQ,True,1,Color: Black
R29BZV33CATERZ,B0CCZ26B5V,5.0 out of 5 stars Great Headphones for Travel,Paul Gaska,5,"Purchased these to compliment my AirPods Pro, mainly for situations involving travel.Pros:- Relatively lightweight, and comfortable to wear over extended periods of time.- Hardshell carrying case that stows away well in a backpack.- Excellent ANC, along with adjustable EQ within the Bose app.- Physical media playback buttons.Cons:- Entry price of $350 is quite steep. However, these frequently go on sale for $100 off, which is when I would suggest purchasing.- Transparency/Pass-through mode is a bit lackluster, to the point where I’d rather take the headphones off if I’m going to converse.- Time will tell how well-supported the Bose phone app is in the long-term.","Reviewed in the United States May 15, 2024",AFCFF7IAMTM6ZUA4EJPYYL7XPPYA,True,1,Color: Black
R1OVIIV25BAQBH,B0CCZ26B5V,5.0 out of 5 stars Great for studying,Noelle,5,"I love using this when I'm on campus, studying. However, it won't cancel out the noise of people feeling that it's necessary to scream to at each other. You'll still hear them unfortunately.The sound quality is amazing and I am in love with this rich green color. It's simple yet beautiful. I haven't tried using this while working out but I don't think I will because my ears get very warm (I run hot).","Reviewed in the United States June 3, 2024",AHBOAQN63TL7G54ZVVGATOFWB3JQ,True,2,Color: Cypress Green
R3V1MFB3OIM0HB,B0CCZ26B5V,5.0 out of 5 stars ESPECTACULARES Y COMODOS,Luis R. Serna,5,"SON UNOS AUDIFONOS ABSOLUTAMENTE ESPECTACULARES... COMODOS, BUEN SONIDO, ANULA PERFECTO EL SONIDO EXTERIOR. LINDO EL COLOR VERDE.","Reviewed in the United States July 7, 2024",AE5UXIUECXZQVLSMMGL3FBC5SQJQ,True,0,Color: Cypress Green
RFKYW39K308J3,B0CCZ26B5V,5.0 out of 5 stars “Selective hearing at its best!”,Kyle,5,"It is not as strong of noise canceling as I had hoped as much as Apple’s BUT for being almost 1/2 the cost, I’ll keep them. They’re so lightweight that you do tend to forget that they’re on your head. The air pods don’t stay in my ears vry well and made my ears sore after a short time. I was surprised at how noisy everything is after you take them off.I also like that when you put them on, they tell you what percentage your battery is at b/4 you start. I like the carrying case, too!","Reviewed in the United States May 16, 2024",AEZ2OLANPTM2DCGTNYRFA6JAIZXA,True,1,Color: Black
R1VY0H6W2V4ZJ9,B0CCZ26B5V,5.0 out of 5 stars WORTH EVERY DIME,Amy,5,"If you’re looking for quality and comfort, these are worth the money! I use mine for work and recreation and the charge lasts all day! If the over-ear style is your jam, look no further","Reviewed in the United States June 25, 2024",AHZVFZ2RUPH32NWMGLKYMQPZ63MA,True,2,Color: Cypress Green
RY7QB26GHHGNL,B0CCZ26B5V,5.0 out of 5 stars Work as advertised,RAD,5,The sound is great and noise canceling works well and is adjustable. Great for flying.,"Reviewed in the United States July 6, 2024",AEHPRUEDX3PTIQHF6IPNWWVSQS4A,True,1,Color: Black
R3IK9K2N1RGTDD,B0CCZ26B5V,4.0 out of 5 stars Awesome!,David Rondon,4,I finally upgraded from ear buds. Buds always fall out of my ears no matter the brand or size. This is perfect for the gym or for jogging without worrying about losing them. Amazing sound quality and very good long lasting battery life. Sounds very crisp and noise cancelling is perfect. All genres of music sound like a concert. Easy to set up on your phone.,"Reviewed in the United States June 4, 2024",AHQDZEEFCBXZX5HKJQSYZN32OK3Q,True,1,Color: Black
RQDF2U1X836IY,B0CCZ26B5V,5.0 out of 5 stars Six Starts easily,Carlos Berdeville,5,"If you wand and need it , just order it.This is a very god headphone, it cancel noise when connected even heard ones as well the speeches ones, I use it including when jump inside of a loud environment to work.","Reviewed in the United States June 14, 2024",AEJHM5MY2QVQEZTCFEWMULZYLVZQ,True,0,Color: Black
R2D8AQ3968MQ0F,B0CCZ26B5V,5.0 out of 5 stars Noise canceling works,Leslie A Moulton,5,The noise canceling works well on planes and mowing. Need a bit more padding on top when wearing a hat,"Reviewed in the United States June 30, 2024",AGQQDL252FZ7EDNHHB5LXG7OHEYA,True,1,Color: Black
R3BJPUE2JQ2I3C,B0CCZ26B5V,4.0 out of 5 stars Great sound!,Amber White,4,"I love the sound and the comfort/fit. My only issue is that in the “quiet” mode, it seems like there’s a delay with the sound being filtered. Like there will be something loud happening and it takes a bit for the noise cancelling to kick in. Not a big deal but it’s noticeable.","Reviewed in the United States June 11, 2024",AEAB6AQD6DL6ZS242BNRZC2LM3NQ,True,0,Color: Moonstone Blue
R2PLKB7IH1XPBU,B0CCZ26B5V,5.0 out of 5 stars These sound magnificent,Parker's pal,5,"They do, they sound great. The noise canceling doesn’t have issues with wind. I was in a Jeep with doors off and the interference was so insignificant it was crazy. I had a pair of Bose headphones go to crap within two years may 15 years ago and swore them off but after two disappointing Sennheiser purchases I gave these a shot and am really happy. My only gripe is the case comes with a foam insert to keep them in place when stored, wish that could have been built in.Hope this helps.","Reviewed in the United States May 24, 2024",AFYIOSSOZHCJB23OKYCZRGHV4GIQ,True,3,Color: Black
RCTED0AHFCXOC,B0CCZ26B5V,5.0 out of 5 stars Amazing headphones,Amazon Customer,5,"Amazing sound quality and the active noise cancelling is also awesome. Very comfortable to wear for long periods of time. Would definitely recommend. I use these for mowing the lawn, working, and gaming. The last headphones you will ever need.","Reviewed in the United States June 20, 2024",AETWW35ZLRPC7G5VDOE5SPMO2V6Q,True,1,Color: Black
R1XHH1RR6GY0T3,B0CCZ26B5V,5.0 out of 5 stars Great noise cancellation,Suzanne,5,These were a gift for my husband. He's told me a couple of times already how great these are. He can't even hear the lawn mower when he's cutting grass. His airpods don't compare. Would highly recommend them.,"Reviewed in the United States June 18, 2024",AGR7P4L7Q44MDOIOLOBVLM72MYKA,True,1,Color: Black
R39EXWY185VZD0,B0CCZ26B5V,5.0 out of 5 stars The best I've used,Nancy,5,"Long charge, easy to use and super sound blocking","Reviewed in the United States July 3, 2024",AFWMC3YYEBTAYT2UAR26T3DLMBIQ,True,1,Color: Black
R2AQ1ACGEGBC4Y,B0CCZ26B5V,5.0 out of 5 stars Great product,Linda,5,Excellent value. They work beautifully and are incredibly quiet.,"Reviewed in the United States June 29, 2024",AE4UHMSJZ5MVBAF46FKEJRLVRSIA,True,1,Color: Moonstone Blue
RFPX4Q0OAW5O4,B0CCZ26B5V,5.0 out of 5 stars Really good noise canceling,Daniel B.,5,"Comfortable, easy to use very good sound quality.","Reviewed in the United States July 3, 2024",AFFATFVX5YOQPDUGPXLLAUAPBNHQ,True,2,Color: Black
R2OIHM3VXTIVUK,B0CCZ26B5V,5.0 out of 5 stars Best headphones I’ve ever owned,Clay,5,The headphones sound great and are very comfortable. I dont have to turn up the volume too high to drown out the loud music they play at my gym. The best noise canceling headphones I’ve ever owned.,"Reviewed in the United States June 8, 2024",AHC5XIAD3V35Q66QJOXTKM5B5WBA,True,2,Color: Black
R1KC6T449FWKFT,B0CCZ26B5V,5.0 out of 5 stars Good noises cancellation,SophOfReview,5,"Great noise cancellation. And unlike earlier models, this one has the option of adding Outdoor mode - that allows me to walk through windy areas without that sound other noise-canceling headsets make when they encounter the wind.","Reviewed in the United States June 15, 2024",AF7PWSAWCAQGGGK57T6TJEIOWA5Q,True,2,Color: Moonstone Blue
R1GZ84QQ43RSFU,B0CCZ26B5V,4.0 out of 5 stars Nice Headphones,Stephanie,4,"They’re great as far as functionality. Appearance wise I like them as well. However, my beef here is that Amazon lists them as “white” and not “white smoke” so I actually got grey headphones. I would have ordered the blue instead! Big miss there.","Reviewed in the United States June 7, 2024",AEZMFYVMYPQMYLEYIKYTSUWRZO2Q,True,0,Color: White
R1JEWNWEYAUK5Q,B0CCZ26B5V,5.0 out of 5 stars Bose headphones,Buffalo Gal,5,Absolutely perfect for my flight to Ireland which is 9 hours long and it canceling out airline noise while I enjoy music that I select,"Reviewed in the United States June 19, 2024",AHRD7C3EBZU4YIRDW225MOYH72LQ,True,1,Color: Black
R25XC2SZLUD6BO,B0CCZ26B5V,5.0 out of 5 stars Love these!,Txjulz,5,"I wanted the competitive pair but due the price, I decided not to. I am so GLAD I went with the Bose headphones! The sound quality is PERFECT! So glad I did this, even getting a pair for my husband and daughter. Buy them, you won’t regret it.","Reviewed in the United States June 9, 2024",AFTQ5FT3ISBPEUYECBEF33FDQIUQ,True,2,Color: Moonstone Blue
R3BMQ1S50N7S6U,B0CCZ26B5V,5.0 out of 5 stars Waited too long,Traven B. Anderson,5,After years of beats my daughter finally convinced me to buy these.... because she loved the ones I bought her on sale a while a ago... these are like university. Beats are elementary school....,"Reviewed in the United States June 12, 2024",AELTAEYGFBTHYI7BBJA6XYQAWRLA,True,1,Color: Cypress Green
R2FAY2MDA4CJN4,B0CCZ26B5V,5.0 out of 5 stars 220 at Costco $,Vmlc,5,Perfect my second pair I had the older AE2 and every time someone would call I would have to scream because the mic was not very good. However this new model has completely changed and improved all aspects of the headphones. Bough mine at Costco,"Reviewed in the United States June 7, 2024",AG6MRVOWKK3MZRE6NYZHNTGAZ4NA,True,1,Color: Black
R152S3YO2NEXAO,B0CCZ26B5V,5.0 out of 5 stars Bose Rocks!,Danny Lucis,5,"From the build to the sound quality to the ANC, Bose is the cream of the crop, and these headphones sound amazing. Using them with Tidal's hi-res streaming music servics makes for a great audio adventure. While these headphones will allow you to listen to tracks streamed at the highest bitrates when connected by (included) wire to your device, they only support Bluetooth 5.1, so while the wireless audio still sounds awesome, you won't get the full experience unless you plug them in. If you want to stream using the LDAC codec and listen wirelessly, you'll need the QC Ultra model. Otherwise, these are awesome!","Reviewed in the United States May 5, 2024",AGW6FUAMDBUBFMTGDWM7F5L3YUQQ,True,2,Color: Cypress Green
R3OVKX7C3MNWAX,B0CCZ26B5V,5.0 out of 5 stars great price,Cindy dematteo,5,great sound quality,"Reviewed in the United States June 11, 2024",AHV2QTQQXKS4ASVB3XQ75Z5UBHUQ,True,1,Color: Black
R3M14ASQ6886M7,B0CCZ26B5V,4.0 out of 5 stars Good,Amazon Customer,4,"I like the anc features, good for flights and driving. I have owned beats pro and perfer boise","Reviewed in the United States June 13, 2024",AGAVCPPEN5ZDJPD2WQJ4RDBXALLA,True,1,Color: Black
R3TP67PCF3TQKT,B0CCZ26B5V,"5.0 out of 5 stars Extremely comfortable, does indeed cancel noises",Kat Mandu,5,"Headphones were a thing for a long time, then came the age of the earbud, and now we're back to headphones. Yes, I'm getting old. But that means I remember those gen-1 headphones, which weren't very well-padded and would hurt your ears after you wore them for a while. These Bose headphones are padded so well with such soft material that it's like goosedown pillow comfort. Can wear for hours, no hot spots.Battery life is terrific. Wish the charging cord was somewhat longer.As for the noise-cancelling, yes, the Bose headphones cancel even German Shepherd barks. Two thumbs up.","Reviewed in the United States May 12, 2024",AGE2YILVZH4XXUNEXNWVARXTI3JQ,True,4,Color: Moonstone Blue
R3NRR7VAEO7MQ5,B0CCZ26B5V,5.0 out of 5 stars The best purchase,Tess,5,"The best headphones for the gym, traveling, cleaning up around the house, you name it. They have a “quiet” and an “aware” setting depending on your environment. The aware setting makes me feel safer, but it still cancels so much noise. They are comfortable and not too bulky. You need to fully charge them in the beginning or they will lose battery quickly. Once fully charged, they hold their battery percentage very well. Make sure to download the app to change bass/treble.","Reviewed in the United States May 13, 2024",AELXMVFF3QJT2TKNI7RNEBWXENTA,True,2,Color: White
R2HCQ49NPCWC7Q,B0CCZ26B5V,5.0 out of 5 stars Very good noise cancellation,R. Pozig,5,"These are the best over the ear headphones I have owned. They have great sound quality, long battery live and stellar sound dampening. Better the my iPod pro's. When fully charged they last a full cross country flight without losing power.","Reviewed in the United States May 31, 2024",AEUKNOXCYT5OFNU3V5XYTLTFAOYQ,True,0,Color: Cypress Green
RNPRQH55QHP6S,B0CCZ26B5V,5.0 out of 5 stars Good value,Adani Chiamatto,5,"Was debating this or Sony wh1000. This is more comfortable and cheaper. I feel like has better noise cancellation, better portability.","Reviewed in the United States June 20, 2024",AHJF3ULUMN5XTSUT52QVOBKBKGTQ,True,1,Color: Cypress Green
RWFSNXUT8TLHJ,B0CCZ26B5V,5.0 out of 5 stars What a great set of headphones!,Anne,5,I love the Bose headphones and actually have two of these that I have bought in the last month!,"Reviewed in the United States June 22, 2024",AELF6KIA6KYFCLY6O5JIITB2JJEA,True,1,Color: Black
RYT7FCEZNSJ3J,B0CCZ26B5V,5.0 out of 5 stars It's good but I could have bought them for less,Ro,5,"It has occasionally offers in Amazon, I thought they were not so frequent so I paid the full price.","Reviewed in the United States June 20, 2024",AGKGREBHF5MRM4LXILLK3VZZT52Q,True,0,Color: Moonstone Blue
R3VM0MUE90RTP2,B0CCZ26B5V,5.0 out of 5 stars Easy to set up and use,Reuben Dennis,5,"Best headphones I have ever used. Easy to set up, just turn on and they find the source. Great sound. I can't wait to use them aboard and aircraft to see if they cancel out the engine noise.","Reviewed in the United States June 7, 2024",AGBHH35RPW3RODAFEKRGR7EX5KDA,True,1,Color: Black
R1DXFO5L8T9MHK,B0CCZ26B5V,5.0 out of 5 stars Clarity is great!,Patricia,5,I use my Bose headphones at night when I want to watch tv and not disturb others. The clarity is amazing and I find I’m using them for news programs sports as well as movies.,"Reviewed in the United States May 24, 2024",AFPODAFVMWDXRWEAZ53FCM5FRMYA,True,1,Color: Black
R1T5YS03Q5RQ3,B0CCZ26B5V,5.0 out of 5 stars Mother of all headphones.,Poppy,5,"Bose did it again they created a midrange product that is better than their high ends! If you want better sound cancelling, lighter weight, more snug, and works with your PlayStation 5?Forget the fancy heavy one, forget the 700 look good bug feels crap. Get this one, not only it’s cheaper the design and performance of the OG cozy style I grew familiar using all previous iterations is the way to go.Tip: The sound quality top when using the wire with noise cancelling off. Turning noise cancelling impacts the 2.4ghz on the EQ but it’s a small price to pay for piece of mind. And unless you’re an audiophiliac like me you’ll prefer the crispy triples and clean bass anyway!","Reviewed in the United States April 21, 2024",AGEU4KOVAUSUDWXDV3XE5HU4JP5Q,True,1,Color: White
R1SS2OHM8HE7VO,B0CCZ26B5V,5.0 out of 5 stars I LOVE this headset!,MMS,5,These are so comfortable and the sound quality is great! I use them for airline travel!,"Reviewed in the United States June 21, 2024",AH5E4ZTZJH6BBDM5MPOBAVGBM4MA,True,1,Color: White
R28S10WZQHTNRQ,B0CCZ26B5V,5.0 out of 5 stars Peace and quiet in a noisy office,Amazon Customer,5,These are very comfortable to wear and they shut the noise out! Wear them all the time and only have to charge weekly if that. Wonderful!,"Reviewed in the United States June 8, 2024",AG36I554GITNSR2WTNTXHYRBWVTQ,True,1,Color: White
R2Q7J54TU9XZA4,B0CCZ26B5V,5.0 out of 5 stars Love these,heimama,5,"Upgraded from a Beats headset. These are a joy to use! Love the sound, amazing noise canceling.","Reviewed in the United States June 15, 2024",AFYMGLB4VPESZTV4TDIUTSEQH6QA,True,1,Color: Moonstone Blue
R2V63CPKLFC8UJ,B0CCZ26B5V,5.0 out of 5 stars Best headphone I ever had,py,5,"Great headphone, better sound and more comfortable than beats, only yet to try AirPod max.","Reviewed in the United States June 24, 2024",AG7AF7UKHHV2232SO7DOPGRLOBBQ,True,2,Color: Black
R2G5GTJO0WBZN8,B0CCZ26B5V,"5.0 out of 5 stars Best headphones I’ve ever owned, not white though.",Michael P,5,"I ordered 2 pairs of these. I liked the first pair so much, I have a black pair that I use for working out and yard work, and I have another “white” pair that I use for traveling.The sound quality is amazing. Far superior than beats and they’re very comfortable to wear.The only issue I have, the “white” headphones are definitely not white. I probably would have went with another black or the green color had I know that. Just be aware before purchasing. The case is also great too. Very happy customer.","Reviewed in the United States April 30, 2024",AEOA2YPU22HCXGJI5MBCAYP2MSGA,True,5,Color: White
R1NNOUQNW3NRS1,B0CCZ26B5V,5.0 out of 5 stars Amazing sound quality,Laura Gainer,5,Excellent sound quality and noise cancellation. Great for watching movies on a long flight.,"Reviewed in the United States June 15, 2024",AETZ3H744WPWRS5FTKMNW6CET43A,True,1,Color: White
R110HLC4E27TQ9,B0CCZ26B5V,5.0 out of 5 stars Great sound,buhoricua,5,"If you can afford a pair of Airpods Pro you might as well buy these. The sound quality and features are great for work, studying or doing pretty much anything with them.","Reviewed in the United States May 29, 2024",AFSCUKQXXVM3727TMKJLPJMW2FRA,True,1,Color: White
R8Z67VED5PIUU,B0CCZ26B5V,5.0 out of 5 stars They are awesome,Kip Chandler,5,Fit good. Excellent noise cancellation. I blue tooth them to my iPad and bring movies to a new level. And they rock!,"Reviewed in the United States May 27, 2024",AFXQCW5N37EGJ3RSBSPTAEAO57YQ,True,1,Color: Black
R2KW5QDVMMSOM,B0CCZ26B5V,4.0 out of 5 stars Nothing,Lamin,4,Is good I like it,"Reviewed in the United States June 8, 2024",AG7F4EBMC3KF43XPDF7GPH3IEPHA,True,0,Color: White
R2ORHS1Z5BTKMP,B0CCZ26B5V,5.0 out of 5 stars Love these headphones,Casey and the new,5,"I wear them at work and while I mow the lawn. They work great for both with good quality in noisy times! However the noise canceling feature can get over loaded, if the noise is too loud. But, that is quite rare!","Reviewed in the United States May 24, 2024",AGTZ4QYGKPODSKA5GJKTTAS6CLVQ,True,1,Color: Cypress Green
R3IZGNMNUZQ4O3,B0CCZ26B5V,5.0 out of 5 stars Amazing sound and lightweight,Jason,5,Love the sound. Bought them for long flights. My apple AirPod max headphones were a bit uncomfortable on longer flights and these are light weight and don’t hurt when wearing glasses like the AirPod max headphones.Love the look. Amazing sound quality. Lightweight.,"Reviewed in the United States May 22, 2024",AHP5ZRAXUOVYDEKC5RRKJUXJ7FEQ,True,3,Color: White
RKZDDZAGW0KAL,B0CCZ26B5V,5.0 out of 5 stars Great quality and great price,Bose over ear noise canceling headphones,5,Replacement for my original pair that got damaged. Great Bluetooth headphones!,"Reviewed in the United States June 8, 2024",AGCMGJMDSTOPNIWS7DSR43YAI7FQ,True,1,Color: Black
R1Y7J7BJE2T2WK,B0CCZ26B5V,5.0 out of 5 stars Get what you pay for!,K. T. Milliken,5,Outstanding sound quality. Outstanding blocking out outside noise. These are worth ever penny. I love the green color.,"Reviewed in the United States June 1, 2024",AELUEKLJVDLJH62MF2EUR46MVPSQ,True,2,Color: Cypress Green
RETE9JVDSG600,B0CCZ26B5V,5.0 out of 5 stars Amazing headphones,redghostboy,5,"I just started using them today, but boy are they amazing. I was on a bus with a kid sitting next to me (not my kid) and I put those headphones on and the world went away. Excellent noise cancellation! And I don’t have to turn the volume up to drown out outside noises which is protecting my hearing.","Reviewed in the United States May 9, 2024",AEPQHZLMC3C4LEEF5MRA4IKXJLDA,True,0,Color: Black
R2VZTWTCNQ2NP8,B0CCZ26B5V,4.0 out of 5 stars good o have,Amy,4,good noise cancelling headphones,"Reviewed in the United States June 19, 2024",AGASNFABQNTDV54THBC2EIKIJ6BQ,True,0,Color: White
R26KJPALG8SV97,B0CCZ26B5V,5.0 out of 5 stars Comfortable and durable,Marsha P.,5,I bought these for air travel to block out the noises around me and of course listen to music and watch movies. Excellent quality product with strong noise reduction and clarity of sound. Controls were easy to use and instructions easy to follow.,"Reviewed in the United States May 19, 2024",AG4EIUCVUQQOGOONYSYLXU52KGZA,True,1,Color: Moonstone Blue
RVKPJPYWHF6X8,B0CCZ26B5V,5.0 out of 5 stars Christmas gift,Steff,5,Work great easy to travel with woul but again!,"Reviewed in the United States June 22, 2024",AFDYDDKUOAIZUJO4N6HJ7T7FLWYQ,True,1,Color: White
R2TSXCFARXQS9M,B00ODRSN0A,"5.0 out of 5 stars Sounds great, super reliable",Ed C.,5,"I've had a set of these now for just over a year. I have this set on my home computer and used them extensively on Teams/Zoom calls while WFH in the aftermath of Covid. I have another Logitech headset that I use with my Laptop and bring in to the office with me, more so now that our company has done away with WFH policies. The Jabra headset just works and sounds great. Never had any connectivity issues which is I believe due to the fact it has a specific USB receiver rather than using Bluetooth. It's also very comfortable. I like it so much that I just purchased another one for the office. Highly recommend.","Reviewed in the United States March 28, 2024",AHV45OOVTNOPZEWJAEW3P56SJHHA,True,1,"Style: Teams CertifiedSize: Dual-ear, USB-A DongleSet: Charging Cord"
R25JGTNL9FYUZP,B00ODRSN0A,"5.0 out of 5 stars Best headset to use if you’re working in Starbucks, but the handle will break!",Ade O,5,"I had to buy a second one. I do all my work from the coffee shop and am frequently attending meetings online. I tried all type of high end ear buds and headsets, looking for one with the best noise cancellation mics so those on the other end will not hear any noise. This Jabra is by far the best for that purpose.The headset does not fit tight so I frequently have to adjust it, and I still hear some background noise. But as far as those I am meeting with are concerned, I am coming across loud and clear even though music and noise from the coffee shop is all around me.Also, after about 1 year of use, the handle just broke! But I still went out to buy the same Jabra, because I still work out of the coffee shop!","Reviewed in the United States October 11, 2022",AEGVKNH3MH43YYUSYLO72ERTFVRA,True,3,"Style: Teams CertifiedSize: Dual-ear, USB-A DongleSet: Charging Cord"
R2WMMCZ2NY4R60,B00ODRSN0A,4.0 out of 5 stars Decent headset but it gets uncomfortable after long use.,A Human,4,"This is a pretty good wireless headset and the cheapest one I could find in its class.What I like:- Lightweight- pretty sturdy- I'm not an audiophile or big music person but the audio seems pretty good- Bluetooth works pretty well- Battery usually lasts me a week with moderate usage.What I don't like:- USB micro charging port (wish it was usb c)- the answer call button doesn't work with most software- the top band is uncomfortable with long use- the over the ears headphones are also uncomfortable with long use. (It is in general pretty comfortable for an hour or two)- occasional troubles with microphone in meetings.Overall, I think it is the best in class, you would have to spend more to get a better wireless headset.","Reviewed in the United States May 19, 2024",AHALRYQGUGR2FA4MKDWV2BW2JCIQ,True,0,"Style: Teams CertifiedSize: Dual-ear, USB-A DongleSet: Charging Cord"
R1H5Z7FBRH92AQ,B00ODRSN0A,1.0 out of 5 stars UPDATE: The good and the mostly bad!,Stellar10,1,"***UPDATE***I have been utilizing these headphones now for work for the past 5 months. The good: is that initially they were sleek headphones, with a decent mic, and I was able to enjoy their use for about two months before the issues began. The bad: over the last few months my mic consistently has gotten worse. It would drop calls and the sound would go in and out. For a long time I thought it was my internet connection, but after troubleshooting and using my Bose headphones, I incidentally found that the dropped calls and sound issues were actually stemming from these headphones. Flash forward to today, I have been unable to get the mic to work at all. I have done multiple troubleshooting avenues, paired and unpaired Bluetooth connectivity, to no avail. They are now, after 5 months of use, sitting on my desk useless.**********************************Overall, the design and functionality of these headphones is great IF the mic worked.The Jabra Evolve Headset has both impressive features and a few drawbacks, making it a mixed but generally satisfying experience. Its small and sleek design is certainly a highlight, and the movable speaker mic adds a level of versatility that's appreciated. The ability to adjust the microphone's position easily is a practical touch for those who switch between calls and personal tasks frequently.However, there are a couple of issues to note. Occasionally, the headset has a tendency to drop calls, which can be frustrating, especially during important conversations or virtual meetings. Additionally, the call clarity isn't always perfect; there can be occasional audio glitches or inconsistencies that affect the overall listening experience.That being said, considering its price point, the Jabra Evolve Headset offers good value for money. It strikes a balance between functionality and affordability, making it suitable for everyday use, especially in a home office or remote work setup. While it has its quirks, it delivers on several key features and is generally satisfactory for those seeking a budget-friendly headset with decent performance.","Reviewed in the United States October 7, 2023",AF3SMZZTYA6U2IPUSHUXTWVIKZOQ,True,4,"Style: Teams CertifiedSize: Dual-ear, USB-A DongleSet: Charging Cord"
R38VPBI4H6H5NO,B00ODRSN0A,5.0 out of 5 stars Jabra Evolve 65 is best I've ever used.,SimpleSimon,5,"First: Spec error: No ""C Battery"" required.Second: I recently retired from decades of tech support work. 8-12 hours a day wearing a headset.This is, by far, the best one I've ever had.Third: I bought this as a replacement. After 2 years of typical abuse, the plastic stem on the mic side broke. It still operates like the day it was new, I just have to hit it with enough glue to slap the muff assembly back on the headband.Usage notes: It can bluetooth to 2 devices. If it's """"straight"" bluetooth, the little talking lady will tell you they are both ""mobile"" at power-up. If you use the Jabra link dongle, she will figure out it's a ""PC"". As with any device like this, figuring out what works when and where (like the mute and hang-up) takes a bit, but it is completely usable right from the start - with dual devices.","Reviewed in the United States August 23, 2021",AEXPGTQZOD5EHG6RTRLGSRK5PFLQ,True,0,"Style: Teams CertifiedSize: Dual-ear, USB-A DongleSet: Charging Cord"
R1B9TLCW5MCCK3,B00ODRSN0A,3.0 out of 5 stars Works with Genesys,Jaye,3,"Of the 7 headsets I purchased this is the only one compatible with Genesys. They all say compatible, I could hear sound, but could not mute, answer, hang up. This one DOES. That said, the mic- don’t love. I sound like I’m blowing into it on calls unless I position it where customers tell me they can hear me. Blue tooth seems to stretch about 40 yards before it disconnects. Same as the cheaper headsets. It does adjust but isn’t comfortable or stable. Looking up or down, it falls off. I need a true wireless ear piece, but… this is compatible with work software, allows movement, so it wins. Fast charging. Good battery life!","Reviewed in the United States June 2, 2024",AF6HM5LB23HOMQERSNELBZXM62SQ,True,0,"Style: Teams CertifiedSize: Dual-ear, USB-A DongleSet: Charging Cord"
